dataset_name,dataset_path,target_col,n_samples,n_features,correlation_mean,imbalance_ratio,intrinsic_dimension,feature_redundancy,baseline_linear_accuracy,separability,baseline_acc_std,layer_combo,ansatz_type,feature_map,optimizer_type,n_qubits,n_layers,n_params,max_epochs,epochs_run,val_accuracy,val_auc,train_time_sec,stability
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,shallow,hardware_efficient,z,adam,8,2,48,40,24,0.6228070175438597,0.5014739600393057,194.45273089408877,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,shallow,hardware_efficient,z,rmsprop,8,2,48,40,15,0.6228070175438597,0.5014739600393057,119.87368702888487,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,shallow,hardware_efficient,zz,adam,8,2,48,40,25,0.6228070175438597,0.472649852603996,224.42464780807492,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,shallow,hardware_efficient,zz,rmsprop,8,2,48,40,12,0.6228070175438597,0.472649852603996,107.28948998451231,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,shallow,hardware_efficient,pauli,adam,8,2,48,40,40,0.8421052631578947,0.935800851621356,339.6641094684601,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,shallow,hardware_efficient,pauli,rmsprop,8,2,48,40,14,0.7982456140350878,0.941041598427776,117.2822289466858,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,shallow,strongly_entangling,z,adam,8,2,48,40,23,0.6228070175438597,0.5014739600393057,260.2781653404236,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,shallow,strongly_entangling,z,rmsprop,8,2,48,40,16,0.6228070175438597,0.5014739600393057,180.7020072937012,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,shallow,strongly_entangling,zz,adam,8,2,48,40,21,0.6228070175438597,0.472649852603996,257.0573031902313,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,shallow,strongly_entangling,zz,rmsprop,8,2,48,40,14,0.6228070175438597,0.472649852603996,171.722172498703,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,shallow,strongly_entangling,pauli,adam,8,2,48,40,40,0.8157894736842105,0.8742220766459221,474.36862564086914,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,shallow,strongly_entangling,pauli,rmsprop,8,2,48,40,32,0.8333333333333334,0.8797903701277431,383.7145547866821,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,deep,hardware_efficient,z,adam,8,6,144,40,12,0.6228070175438597,0.5014739600393057,291.40793633461,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,deep,hardware_efficient,z,rmsprop,8,6,144,40,21,0.6228070175438597,0.5014739600393057,510.6021783351898,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,deep,hardware_efficient,zz,adam,8,6,144,40,26,0.6228070175438597,0.472649852603996,658.6619589328766,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,deep,hardware_efficient,zz,rmsprop,8,6,144,40,18,0.6228070175438597,0.472649852603996,452.6862750053406,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,deep,hardware_efficient,pauli,adam,8,6,144,40,40,0.8596491228070176,0.941041598427776,995.8285355567932,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,deep,hardware_efficient,pauli,rmsprop,8,6,144,40,25,0.8947368421052632,0.9485751719620046,615.6074492931366,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,deep,strongly_entangling,z,adam,8,6,144,40,16,0.6228070175438597,0.5014739600393057,567.6295971870422,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,deep,strongly_entangling,z,rmsprop,8,6,144,40,14,0.6228070175438597,0.5014739600393057,505.19721484184265,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,deep,strongly_entangling,zz,adam,8,6,144,40,10,0.6228070175438597,0.472649852603996,359.62811064720154,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,deep,strongly_entangling,zz,rmsprop,8,6,144,40,10,0.6228070175438597,0.472649852603996,359.8226308822632,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,deep,strongly_entangling,pauli,adam,8,6,144,40,40,0.868421052631579,0.9348182115951524,1451.2411620616913,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,deep,strongly_entangling,pauli,rmsprop,8,6,144,40,36,0.8859649122807017,0.9492302653128072,1329.3983917236328,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,strong_entangling,hardware_efficient,z,adam,8,4,96,40,18,0.6228070175438597,0.5014739600393057,295.47186303138733,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,strong_entangling,hardware_efficient,z,rmsprop,8,4,96,40,12,0.6228070175438597,0.5014739600393057,197.15496969223025,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,strong_entangling,hardware_efficient,zz,adam,8,4,96,40,16,0.6228070175438597,0.472649852603996,279.36733770370483,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,strong_entangling,hardware_efficient,zz,rmsprop,8,4,96,40,8,0.6228070175438597,0.472649852603996,137.6356384754181,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,strong_entangling,hardware_efficient,pauli,adam,8,4,96,40,40,0.8596491228070176,0.9351457582705536,678.0123188495636,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,strong_entangling,hardware_efficient,pauli,rmsprop,8,4,96,40,40,0.8596491228070176,0.9430068784801836,679.8264122009277,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,strong_entangling,strongly_entangling,z,adam,8,4,96,40,12,0.6228070175438597,0.5014739600393057,284.54135298728943,0.0
